latitude,longitude,api
3403429.953260693,-10848692.961460676,42123346660000
3403439.2642385974,-10848699.306671651,42123347210000
3403448.4476753594,-10848705.540563136,42123347360000
3393301.4954849384,-10860458.095803635,42123347370000
3393323.289263013,-10860461.101429887,42123347380000
3393311.9462979715,-10860460.767471414,42123347390000
3393278.4272564254,-10860460.21087396,42123347620000
3393289.642743667,-10860460.433512943,42123347630000
3395511.263282587,-10858350.595203938,42123347640000
3395503.3601203724,-10858344.806590416,42123347730000
3395496.0943141547,-10858336.123670133,42123347740000
3395241.793637009,-10857936.486698188,42123347790000
3395251.7361270916,-10857943.054548144,42123347800000
3395262.8258364713,-10857944.167743051,42123347810000
3227453.308976027,-10969546.632681921,42123348090000
3226110.2553699315,-10968822.27675533,42123348100000
3191064.972574319,-10995559.32601253,42123348110000
3189204.7734768693,-10995275.906588972,42131318790000
3189499.3908085427,-10994188.09252494,42131339870000
3189552.7414453193,-10994914.118243894,42131377500000
3189131.590854085,-10994568.248585999,42131383130000
3178239.486554093,-10993995.509805866,42131384370000
3177603.7043866785,-10995640.81187979,42131384910000
3205581.089605546,-10997349.120785505,42131385190000
3177874.9963030326,-10997725.60330337,42131389860000
3176821.339809993,-10996009.279394317,42131389870000
3226092.2565787495,-10970192.174409032,42131390150000
3204006.3169793882,-10994768.846308408,42131390270000
3210606.4635158353,-10993066.659974689,42131390550000
3204239.675057306,-10996020.188704414,42131390810000
3189720.9542151433,-10993949.200897697,42131391190000
3190213.553255065,-10994697.156556336,42131391420000
3189704.0073133623,-10994787.881941333,42131391570000
3190522.8802954056,-10994515.817105835,42131395020000
3723586.9865218513,-11436578.205467874,42131395030000
3759657.93008911,-11409767.57402726,42131395040000
3721234.6728814947,-11436406.105535107,42131395050000
3721220.4146531806,-11436813.53487141,42135052180000
3721552.6749656536,-11436259.720404716,42135309170000
3723098.3281724574,-11437060.775460463,42135384700000
3721064.621707855,-11437045.079412261,42135385180000
3722946.3051419375,-11437346.087315366,42135386380000
3510321.4932804755,-11152668.419551255,42135388190000
3514484.0890052766,-11152772.614594636,42135394050000
3533342.7551343967,-11191894.402480554,42135394060000
3500394.817095229,-11204817.259527763,42137309280000
3832188.7835617648,-10803422.441500794,42137309300000
3827145.335291821,-10800809.216454422,42137315280000
3832798.8839809755,-10800836.378410175,42137315780000
3833117.7435801164,-10806043.013633559,42139304770000
3827155.760792765,-10800743.871913325,42139304780000
3827164.998586058,-10800742.647398928,42139304830000
3827126.067934417,-10800802.648604464,42139305020000
3832180.994124999,-10803426.782960935,42139305110000
3832172.9406449054,-10803430.790462602,42139305120000
3832164.8871702827,-10803435.131922744,42139305130000
3829685.0730559328,-10807198.955225956,42139305270000
3831745.0578674776,-10807381.853149328,42139305280000
3831740.701226182,-10807389.645513685,42139305290000
3831749.4145103707,-10807373.838145992,42139305340000
3829308.3609034074,-10807509.091327306,42139305430000
3829313.772591105,-10807508.646049343,42139305440000
3829319.3162737424,-10807508.534729851,42139305450000
3825910.9678823664,-10803926.162196634,42139305570000
3825911.3637461527,-10803935.067755897,42139305580000
3825911.3637461527,-10803944.084634652,42139305590000
3825911.759609956,-10803953.324152388,42139305610000
3825912.1554737687,-10803962.341031142,42139305620000
3797099.800378914,-10912568.975833783,42139305630000
3823041.565898211,-10914710.0949197,42139305640000
3795252.5650731334,-10913517.529214831,42139305650000
3817943.1859204746,-10915230.84749763,42143300720000
3822831.5467637284,-10916130.754261205,42143305340000
3803372.1857393323,-10913477.454198146,42143310450000
3801023.4573687334,-10914719.334437437,42143310700000
3800833.840921885,-10919234.786942486,42143310980000
3797976.1326229367,-10916979.120100541,42143311010000
3790277.084778425,-10910042.35735125,42143311020000
3787328.643931131,-10906158.53163696,42143311030000
3819106.6981740515,-10915092.366051083,42143311040000
3787913.3019947903,-10910926.345427638,42143311050000
3785485.02056095,-10906201.50096041,42143311110000
3792979.122650559,-10910045.696935972,42143311150000
3795800.4931504973,-10913023.604634184,42143311170000
3786441.7806889666,-10902109.73043732,42143311310000
3794481.7176674465,-10910910.204101473,42143311320000
3793917.2683047685,-10911943.471615015,42143311390000
3787949.868734502,-10910106.14341947,42143311440000
3793812.5144878407,-10915944.628072599,42143311480000
3794094.00955097,-10912814.991908437,42143311490000
3793907.793047399,-10911945.25272687,42143311540000
3785654.4042785014,-10909503.237057336,42143311550000
3813109.6893594274,-10925625.082311472,42143311570000
3810757.3293546992,-10926277.525847012,42143311820000
3813385.312812251,-10913057.11180091,42143312080000
3800575.361684806,-10919629.525856838,42143312220000
3814650.0198537945,-10920242.005695181,42143312230000
3813107.4485444883,-10925616.622030172,42143312240000
3813104.5486669573,-10925607.93910989,42143312260000
3813102.439665557,-10925599.256189607,42143312270000
3797912.67963969,-10911319.859827593,42143312280000
3813148.0469040787,-10921890.64735383,42143312290000
3792666.9939951915,-10909428.096401049,42143312320000
3793563.0040668943,-10909965.21294413,42143312400000
3811568.240089306,-10920268.611053482,42143312520000
3802631.7629485046,-10913171.436917957,42143312620000
3820837.4733076287,-10924911.635694979,42143312640000
3820425.4302305775,-10924983.770725012,42143312700000
3820603.8837542203,-10924952.267309118,42143312810000
3815991.1990011935,-10912728.3853446,42143312860000
3819655.723468567,-10922741.016944,42143312870000
3820080.401299837,-10922486.429268556,42143312900000
3819485.460931846,-10925371.941789407,42143313070000
3818960.049537216,-10925805.085928086,42143313090000
3828312.652353672,-10916936.150777094,42143313270000
3827912.6238253186,-10917321.42753473,42143313290000
3818967.698432219,-10925800.521828962,42143313310000
3803203.341067147,-10919096.305495938,42143313350000
3818402.880326485,-10926329.28941023,42143313380000
3820709.00508027,-10922274.031680122,42143313490000
3809162.554252467,-10923002.840386346,42143313600000
3809144.238375809,-10923002.840386346,42143313610000
3866914.0375380293,-11426006.750024691,42143313710000
3866440.538852017,-11425587.854780836,42143313770000
3887119.7012234237,-11459115.83825439,42143313790000
3850899.392628107,-11471535.531203214,42165319550000
3435731.2025932074,-10597250.17295086,42165319720000
3435912.5157844718,-10589140.659366062,42165334710000
3435698.597175498,-10588473.187699264,42165358030000
3900552.351525907,-11282523.050839571,42167313500000
3922269.942502149,-11275933.938860025,42167313670000
3911275.9055206254,-11281331.26437114,42167314160000
3910759.4103382602,-11281288.962964637,42169312790000
3911569.783669779,-11281341.283125311,42169325240000
3907132.4926562086,-11277702.026332296,42169326610000
3919316.6935555283,-11270652.38561934,42169327780000
3905545.630151958,-11278132.164844723,42169328250000
3901039.7112772656,-11281949.310184024,42169330730000
3907381.887749017,-11276208.118765851,42169331200000
3906503.6473663505,-11277743.882460836,42169331290000
3906944.885152228,-11277847.854865236,42169333310000
3905916.4190665795,-11278052.126130842,42169333500000
3907005.073350431,-11276743.454197075,42169333830000
3905327.3604159122,-11276205.22445909,42169334450000
3903376.664318211,-11277562.543010334,42169334460000
3940982.3076307625,-11294512.048678517,42169335030000
3903579.4896682976,-11275450.812269984,42169335060000
3903374.5391203365,-11277499.202220071,42169335100000
3905277.1443401217,-11276543.41307212,42169335550000
3912802.663865523,-11299219.527305184,42169335860000
3907463.8690780955,-11277257.52760556,42169336100000
3753658.3402315658,-11311065.368278967,42169336130000
3728259.344425301,-11279090.069062999,42169336590000
3764553.644726854,-11294205.474800872,42169336900000
3765600.378507043,-11293836.3393694,42173303680000
3756785.347785007,-11289780.413722347,42173309000000
3745523.496631993,-11298021.284306282,42173309330000
3762420.8109433954,-11321515.485477187,
3733633.7677904926,-11290181.275208697,42173311140000
3738062.687309125,-11306672.923811246,
3746339.5788567583,-11308261.341625376,42173311560000
3741658.9305417803,-11284821.464365982,42173314210000
3733818.268308909,-11286283.979836024,42173330560000
3361391.7873651064,-10846677.967357827,42173330740000
3331304.7622342976,-10860050.889106315,42173330770000
3396452.6660119737,-10860142.727686219,42173330780000
3396629.7363246176,-10859782.27517503,42173330790000
3395183.7959286817,-10860610.826145004,42173330830000
3397669.387531043,-10858387.998552844,
3394866.5338905803,-10861795.376846535,42175313800000
3397483.1238963413,-10858211.445840444,42175314460000
3411133.5490786475,-10847093.077738997,42177004600000
3395919.4298560503,-10860535.351530246,42177004610000
3401615.0769816386,-10870398.03577555,42177004640000
3397325.0377443703,-10858858.323401446,42177005680000
3397549.0361867477,-10857905.317240763,42177005690000
3415390.9779954203,-10848344.754093474,42177200140000
3411263.7250752,-10849853.91243016,42177300910000
3394388.042327118,-10862601.66391835,42177318460000
3415405.4041008856,-10843029.693686059,42177318700000
3416051.658946669,-10843441.464482503,42177319600000
3415776.403062041,-10843803.809425035,42177319800000
3415496.4293648056,-10841751.189334298,42177320170000
3416611.253197377,-10843097.15329748,42177320320000
3414324.25643731,-10843242.536552455,42177320470000
3415735.2939161183,-10843962.105740944,42177320770000
3414326.4265576717,-10844233.61397899,42177320780000
3413948.448102114,-10844074.09314868,42177320790000
3413518.1455477932,-10844154.465821035,42177320820000
3414175.2849209914,-10843592.30239253,42177320830000
3417643.5589301563,-10845329.665685339,42177320850000
3416265.2543715336,-10843329.365755275,42177320870000
3417843.9008418336,-10844993.480823142,42177320890000
3417903.403877147,-10844331.575130887,42177320900000
3413865.0926266043,-10843696.163477438,42177320920000
3414342.0003732312,-10843471.966022981,42177320930000
3417295.6174287396,-10846004.373119038,42177320950000
3413842.2433627103,-10844263.558922011,42177320960000
3416629.7663087356,-10846324.527974559,42177320990000
3416045.5307375123,-10846420.930653585,42177321020000
3415417.149260491,-10846591.694752464,42177321030000
3414187.6672357777,-10845516.57111038,42177321040000
3414145.158925902,-10846018.065416405,42177321050000
3413918.3226313717,-10847054.3385562,42177321060000
3412592.615570898,-10847988.9770009,42177321080000
3413121.554735401,-10847496.165615158,42177321090000
3414322.852241971,-10849024.025626296,42177321100000
3407449.85164639,-10858400.911613777,42177321110000
3413989.5516109522,-10849334.161727645,42177321130000
3413721.1046383707,-10849514.165344259,42177321150000
3412157.6353504434,-10845537.165216178,42177321170000
3412804.23971705,-10845025.09555853,42177321180000
3416021.017929708,-10848224.195084946,42177321210000
3415109.991286113,-10848552.698902277,42177321220000
3413207.585962733,-10850009.64839778,42177321230000
3411213.1860045884,-10846348.906943042,42177321240000
3410743.5393610136,-10846687.540834036,42177321290000
3410759.8746125624,-10847448.74351208,42177321300000
3410211.3786832565,-10847713.795219658,42177321380000
3407953.829483758,-10858065.060710054,42177321390000
3408598.3115231893,-10857757.48495699,42177321400000
3411704.9292700286,-10845834.276937105,42177321410000
3414050.5688600237,-10846473.250814257,42177321420000
3417260.1215339494,-10850548.76869169,42177321430000
3418459.2468678136,-10850547.210218819,42177321440000
3412312.582626465,-10845330.890199738,42177321470000
3413315.9554829923,-10844108.82482981,42177321490000
3434666.2625436764,-10829165.29638572,42177321520000
3418920.615851208,-10835963.466368975,42177321560000
3418607.3735165363,-10836396.38786867,42177321570000
3418090.980675975,-10836625.817339195,42177321580000
3418626.7833402283,-10843991.939364476,42177321590000
3419077.175994887,-10850430.324753487,42177321600000
3413833.818504567,-10843732.230992457,42177321650000
3434152.5551766357,-10829395.727731662,42177321660000
3435260.158170552,-10828904.47481879,42177321710000
3417205.601049454,-10842621.151154848,42177321720000
3420814.404855548,-10836735.133079154,42177321740000
3420565.4853027384,-10837206.571122663,42177321750000
3418034.15828345,-10841746.402596194,42177321760000
3421226.3011839404,-10836103.951566355,42177321820000
3414316.086575656,-10843290.73789197,42177321830000
3408976.645344679,-10857553.436330365,42177321880000
3413842.3710121186,-10843737.796966996,42177321900000
3417854.2436245815,-10841935.757050034,42177321910000
3417659.902832967,-10842118.87761239,42177321920000
3416605.2524014106,-10841306.579288071,42177321930000
3418259.4062581663,-10848726.023349442,42177321940000
3418127.6280584326,-10848286.867958263,42177321960000
3412177.5460999366,-10845955.503862578,42177321970000
3408870.353486876,-10856780.65642528,42177321990000
3419838.9330925317,-10842671.91284265,42177322000000
3419175.633623939,-10843551.225500425,42177322010000
3419392.6006001295,-10843069.32342478,42177322190000
3420087.200194136,-10842455.507752547,42177322200000
3420406.48069244,-10842146.262207124,42177322210000
3413281.2362924316,-10847133.375394663,42177322240000
3412886.056728137,-10847827.118461287,42177322250000
3418568.2985645025,-10835933.07614799,42177322260000
3418105.1543900575,-10836550.454043929,42177322270000
3418176.15088381,-10836148.368043182,42177322280000
3416842.4774626023,-10834024.058200374,42177322290000
3421116.588608712,-10836487.447212137,42177322310000
3413079.9433959406,-10844204.22563342,42177322320000
3413932.619456263,-10846331.76374146,42177322330000
3419658.8657815317,-10834815.651099406,42177322340000
3416355.5195997395,-10851658.178736936,42177322350000
3416676.879103923,-10851364.629239714,42177322360000
3412404.352103836,-10842310.681095025,42177322380000
3413447.429726567,-10849825.859918479,42177322390000
3412166.442024354,-10842421.777946837,42177322450000
3412695.1086216243,-10842016.241041876,42177322480000
3412977.7026014533,-10841705.10306511,42177322500000
3415705.80265222,-10843974.796162894,42177322510000
3416650.194600087,-10850712.074384686,42177322520000
3435794.7514273184,-10829097.057537863,42177322530000
3435028.094531636,-10829200.250705829,42177322540000
3398579.707916878,-10871210.556738848,42177322550000
3395814.0089755123,-10869313.672615731,42177322560000
3434449.2960489406,-10829286.745950175,42177322580000
3435798.8431134275,-10829098.170732772,42177322630000
3436303.2811856125,-10828856.941396223,42177322710000
3436850.321388519,-10828788.925187347,42177322790000
3437891.398330939,-10828647.883392513,42177322840000
3437283.5711077647,-10828745.62190543,42177322870000
3436313.8944154666,-10828844.584932745,42177322930000
3437291.116021624,-10828796.16095425,42177322970000
3419544.058207969,-10842928.281629946,42177322980000
3396493.587016102,-10869339.944015557,42177323000000
3414530.5471415496,-10848758.306001771,42177323030000
3408512.4382910863,-10857482.971092695,42177323050000
3413009.102310696,-10850208.019730372,42177323060000
3416228.9952480467,-10852164.459781066,42177323080000
3409346.6957817515,-10856682.027356438,42177323100000
3418580.4296645103,-10835922.723435344,42177323120000
3415275.442063317,-10846619.079347197,42177323130000
3409727.475877197,-10856536.755420953,42177323180000
3420620.275293268,-10837215.254042944,42177323190000
3413159.9751391634,-10841449.513514249,42177323200000
3413242.5602441896,-10841249.472389294,42177323210000
3413460.5772238616,-10841004.569509549,42177323220000
3413668.003086763,-10840785.604071157,42177323240000
3407761.5500737806,-10858264.09995959,42177323260000
3411106.493054228,-10846418.70426377,42177323270000
3410582.8679379537,-10846864.316185415,42177323290000
3410574.4451856217,-10847460.543378104,42177323300000
3418243.4446804216,-10836478.764291856,42177323310000
3415905.4764098786,-10846496.07130987,42177323320000
3416483.832634421,-10845836.50332692,42177323370000
3408143.304666004,-10857941.38475578,42177323390000
3419030.054513753,-10850714.523413481,42177323400000
3419207.431383083,-10843331.4808256,42177323410000
3417669.734721883,-10850312.8826907,42177323430000
3417021.4843789306,-10850659.754224012,42177323450000
3418253.404702637,-10836465.739911433,42177323470000
3416897.379464934,-10842792.47185118,42177323500000
3412449.5350879994,-10842032.04840957,42177323510000
3419732.424892688,-10846691.882294176,42177323530000
3420026.282364968,-10846546.053761238,42177323540000
3420512.9944093204,-10846268.311631707,42177323550000
3420351.4361756695,-10846445.643580541,42177323560000
3412783.0516200396,-10841929.745797532,42177323580000
3407242.9073952707,-10859592.8094017,42177323590000
3407008.918895398,-10859744.20390918,42177323600000
3406834.2595481644,-10859887.249454848,42177323610000
3413335.485068323,-10841133.477479886,42177323620000
3413665.833076035,-10840975.51512245,42177323630000
3418396.038164386,-10836009.21867969,42177323650000
3418605.330378882,-10835832.999925766,42177323670000
3419484.0368540627,-10850557.451611973,42177323680000
3420965.2404163145,-10844796.334004948,42177323690000
3419768.9491891535,-10846732.736547299,42177323700000
3420551.0534788202,-10845577.017593881,42177323710000
3420758.3368752957,-10845280.907748371,42177323720000
3420921.6882247133,-10845109.47573255,42177323730000
3420512.1004056707,-10846252.392944524,42177323740000
3422351.5790296113,-10831711.061820671,42177323800000
3420285.15318026,-10842421.777946837,42177323810000
3420514.7824168056,-10845590.264613286,42177323820000
3420547.7328844317,-10845578.13078879,42177323830000
3396898.0871890644,-10868732.362234809,42177323840000
3397031.8184864884,-10869402.171610912,42177323850000
3422620.0762786577,-10830744.252043132,42177323870000
3417931.623222859,-10845360.278545307,42177323880000
3417603.465380464,-10845610.190802138,42177323950000
3396882.279194649,-10868729.245289067,42177323960000
3408720.933863887,-10857129.309070444,42177324000000
3407571.3149049124,-10865802.989834582,42177324010000
3416567.84324635,-10846322.301584745,42177324020000
3412041.6175494767,-10842696.180491643,42177324030000
3411958.401896762,-10842766.868368296,42177324040000
3418113.198937347,-10852666.510684542,42177324060000
3407541.076572074,-10845242.725163031,42177324070000
3433770.675902151,-10827079.725725709,42177324100000
3422340.9772063205,-10831726.535229892,42177324110000
3406866.0272176033,-10845986.45068102,42177324120000
3407395.882514982,-10845477.16401064,42177324130000
3422614.2004469964,-10830761.840522677,42177324140000
3433643.2148506194,-10827236.240929764,42177324150000
3407058.0382708586,-10845883.146193564,42177324160000
3407387.716992075,-10845492.637419859,42177324190000
3407056.2521085124,-10845900.512034126,42177324210000
3406907.108414783,-10846179.701317037,42177324220000
3406832.9837397626,-10846385.976333477,42177324230000
3403170.2689334853,-10858474.159838717,42177324250000
3422330.2476590164,-10831738.89169337,42177324270000
3422351.5790296113,-10831782.194975289,42177324280000
3403651.5053151827,-10859065.488973811,42177324290000
3403887.8571579936,-10859034.987433335,42177324300000
3422571.5368793164,-10830761.840522677,42177324310000
3422607.0472642044,-10830746.367113458,42177324320000
3421912.8240462416,-10844233.168701025,42177324330000
3421929.428768879,-10844238.512036584,42177324370000
3418573.6617862703,-10841695.41826941,42177324400000
3415924.2438577516,-10848257.034334728,42177324410000
3415940.968612995,-10848251.579679681,42177324420000
3415957.693389708,-10848246.458983105,42177324430000
3403878.4183084243,-10859042.445839219,42177324440000
3403642.449285371,-10859073.83793562,42177324450000
3404027.782525099,-10858941.033783106,42177324470000
3404039.262339148,-10858922.666067123,42177324480000
3413871.219810323,-10840630.981298447,42177324490000
3433643.0870066625,-10827219.097728182,42177324500000
3418573.6617862703,-10841404.095162004,42177324510000
3413887.1760314507,-10840624.52476798,42177324520000
3418590.645336439,-10841399.753701864,42177324530000
3417359.5868935105,-10837162.154645836,42177324540000
3420526.65990133,-10846242.819468316,42177324550000
3420541.2194132847,-10846232.912033636,42177324570000
3417364.18351386,-10837179.186527928,42177324600000
3414341.745064631,-10840352.682571463,42177324620000
3414377.2330082594,-10840352.682571463,42177324640000
3414377.2330082594,-10840352.682571463,42177324660000
3414589.9073861283,-10839919.761071768,42177324680000
3414625.396005589,-10839888.814253327,42177324690000
3407121.319608811,-10864992.472622119,42177324710000
3421444.9627663204,-10844674.105204057,42177324730000
3421445.218214245,-10844686.350348046,42177324740000
3420946.210261875,-10845102.128646158,42177324750000
3420779.9211033266,-10845269.441840818,42177324760000
3420584.131753807,-10845565.106408367,42177324770000
3421572.5596284172,-10844420.964681992,42177324780000
3422816.79043608,-10840949.911639567,42177324820000
3422789.8378658704,-10840742.078150257,42177324830000
3422612.4121509297,-10841189.805142228,42177324840000
3422612.7953572073,-10841202.161605706,42177324850000
3423373.48207993,-10830458.71754925,42177324860000
3395301.4486907506,-10867747.518699761,42177324870000
3403282.50907034,-10859444.420520471,42177324880000
3403629.056576734,-10856036.596948817,42177324890000
3412736.974009874,-10839103.45524578,42177324900000
3412724.5930731283,-10839091.098782303,42177324910000
3412712.4674248276,-10839078.40836035,42177324950000
3423460.7307736585,-10830438.680040905,42177324960000
3403267.8412704202,-10859454.105316173,42177324980000
3423491.133823513,-10830485.990824493,42177324990000
3403641.1737887203,-10856024.017846357,42177325010000
3430807.1788186464,-10825888.607174221,42177325020000
3420939.3134342497,-10844801.566021014,42177325030000
3423578.89428636,-10829492.687008142,42177325040000
3430788.262061953,-10825851.315144803,42177325050000
3397270.0905049425,-10868494.917760948,42177325110000
3423405.4178442615,-10830471.074012725,42177325120000
3413923.0456878617,-10849414.311761016,42177325130000
3413918.960882148,-10847169.888187641,42177325150000
3418707.359957242,-10841240.455510538,42177325170000
3393862.1551448256,-10861870.183544349,42177325220000
3413128.702708921,-10847381.39522015,42177325230000
3411946.021699333,-10846154.320473136,42177325250000
3419958.723931938,-10842537.104939299,42177325300000
3418947.8158062687,-10843645.95838709,42177325330000
3414253.0256283586,-10845662.399643319,42177325340000
3414097.2893735585,-10849265.477601826,42177325360000
3423586.4312387384,-10829502.371803842,42177325390000
3418723.3221037937,-10841247.357318968,42177325400000
3413675.661951045,-10849878.068759661,42177325410000
3397260.528943924,-10868480.000949182,42177325420000
3396483.2611431773,-10869423.767592127,42177325430000
3393581.1213311153,-10869550.003894687,42177325440000
3439237.466900652,-10822836.44937565,42177325450000
3439244.629254774,-10822827.209857915,42177325460000
3403266.9484483474,-10856271.815032864,42177325470000
3407828.53494818,-10844904.425230509,42177325510000
3406717.5235954826,-10846654.701584252,42177325520000
3393540.846684471,-10869559.02077344,42177325530000
3412197.584513142,-10848335.291936757,42177325570000
3412204.3490799665,-10848318.92797161,42177325580000
3412667.0282536144,-10845358.163474983,42177325590000
3404516.7039842033,-10858641.139074909,42177325610000
3404526.7810864644,-10858628.559972448,42177325620000
3412089.479553493,-10849090.70600128,42177325630000
3412101.221725319,-10849087.366416559,42177325640000
3410487.9208629546,-10847998.550477108,42177325650000
3398698.4112236695,-10871120.83322927,42177325660000
3418212.798506004,-10834539.356123256,42177325690000
3403255.4693128536,-10856276.267812496,42177325700000
3418208.073893867,-10834549.708835902,42177325710000
3407836.3179749283,-10844895.185712773,42177325720000
3408020.3049752032,-10844576.03273267,42177325730000
3408023.112009165,-10844588.055237675,42177325750000
3431040.3173269923,-10824778.306573048,42177325800000
3413894.0691250213,-10847239.240230408,42177325810000
3431043.896240242,-10824793.779982269,42177325820000
3403065.68240095,-10856740.692728085,42177325830000
3405698.584244525,-10857342.708534295,42177325840000
3401963.620807552,-10857926.579263506,42177325850000
3403053.438178706,-10856742.473839939,42177325890000
3423611.4692813866,-10829510.943404634,42177325950000
3423593.4572152263,-10829512.501877503,42177325960000
3422382.2349528135,-10831208.231680758,42177326000000
3422376.7424279274,-10831191.422437647,42177326030000
3400452.0561520257,-10856018.229232837,42177326040000
3405687.3581113047,-10857355.510275736,42177326050000
3423333.3708710545,-10829790.466646016,42177326060000
3422472.1594110485,-10831188.528130887,42177326070000
3422465.1340403603,-10831173.054721668,42177326100000
3422670.9151069443,-10831541.07695823,42177326110000
3422670.9151069443,-10831528.609175261,42177326160000
3423333.754098578,-10829802.934428984,42177326170000
3401952.9080158505,-10857932.590516008,42177326180000
3420372.892015304,-10845650.711096788,42177326190000
3431129.7904542424,-10824994.155065695,42177326200000
3431015.7762341686,-10825088.220035417,42177326230000
3400422.21684721,-10856020.01034469,42177326240000
3400410.1026189635,-10856020.455622653,42177326280000
3413138.020608862,-10839089.31767045,42177326300000
3399963.1592009403,-10856725.775916317,42177326310000
3402189.7392809223,-10857594.958500434,42177326320000
3402199.8145887624,-10857586.275580151,42177326330000
3422827.0094346507,-10830437.121568033,42177326340000
3422827.0094346507,-10830458.71754925,42177326350000
3422827.0094346507,-10830446.36108577,42177326360000
3422827.0094346507,-10830471.074012725,42177326370000
3401792.2171938997,-10858069.068211721,42177326390000
3401604.3644755804,-10858208.217575213,42177326410000
3401607.9353099586,-10858220.57403869,42177326420000
3401423.783551868,-10858325.770957492,42177326430000
3401434.368381822,-10858335.010475228,42177326440000
3420768.9374088496,-10845275.00781536,42177326460000
3439506.057890649,-10822293.989497015,42177326480000
3439737.178500872,-10821927.859691795,42177326500000
3439506.057890649,-10822263.042678572,42177326510000
3439725.667138797,-10821923.518231655,42177326520000
3423333.754098578,-10829814.95693399,42177326530000
3407844.48377847,-10844885.834875546,42177326560000
3404022.170175236,-10855864.830974523,42177326580000
3404033.0122169163,-10855858.040485585,42177326590000
3408741.349766116,-10857643.382478928,42177326600000
3430997.753898678,-10825010.296391862,42177326610000
3424906.487260899,-10829045.627933117,42177326630000
3431036.7384147313,-10825031.892373076,42177326650000
3422641.663596041,-10831508.905625392,42177326660000
3422646.1343467245,-10831479.18332135,42177326710000
3400418.1362638096,-10860022.725275142,42177326760000
3400343.410805474,-10860048.106119044,42177326880000
3413259.5368452943,-10841492.482837694,42177326910000
3421119.7816275186,-10844744.013844276,42177326920000
3421444.707318402,-10844661.637421088,42177326930000
3421113.523311398,-10844734.77432654,42177326940000
3410853.5474656983,-10856241.536131367,42177327020000
3395056.8392045423,-10860086.066065405,42177327030000
3424905.465197222,-10829086.81614471,42177327060000
3424893.07268154,-10829086.259547258,42177327070000
3405724.991209577,-10860626.299554223,42177327080000
3405711.46879568,-10860630.195736403,42177327090000
3406073.134403352,-10860619.175106812,42177327100000
3437706.3488169624,-10828677.605696555,42177327120000
3417682.6311069117,-10845656.83366878,42177327130000
3413014.080320328,-10845160.12610086,42177327140000
3412550.495372701,-10842421.110029893,42177327150000
3412535.0513341255,-10842388.49341909,42177327160000
3416640.874188183,-10843406.064884432,42177327170000
3414201.070785664,-10849323.58637602,42177327180000
3412979.234292832,-10850038.146187423,42177327190000
3413396.4992554383,-10849936.288853345,42177327200000
3404456.8793219626,-10858684.99895428,42177327210000
3436768.4812733117,-10828864.177163124,42177327220000
3411530.2070501377,-10846455.996293185,42177327230000
3411208.97442421,-10856188.54805375,42177327240000
3414805.0107527855,-10837058.85015838,42177327250000
3414796.585272198,-10837050.055918608,42177327260000
3414788.032138384,-10837041.261678835,42177327270000
3417403.765589558,-10853327.525820872,42177327290000
3417394.8276909827,-10853336.097421663,42177327320000
3415944.160362619,-10846460.337753328,42177327340000
3419140.1326030977,-10834205.620289858,42177327350000
3419137.7062778706,-10834217.642794864,42177327360000
3405923.4916513786,-10862178.649853336,42177327370000
3415939.436573454,-10846460.560392307,42177327390000
3409998.6481026253,-10848522.642639762,42177327400000
3410005.0286934506,-10848522.086042307,42177327410000
3409994.4369143895,-10848534.442505786,42177327430000
3430930.2662263876,-10831052.495713139,42177327440000
3431236.0086389426,-10831201.218552839,42177327490000
3412380.2290492915,-10849994.28630805,42177327510000
3412397.076892209,-10849920.036207689,42177327540000
3399898.8924164064,-10870756.484535903,42177327550000
3392092.5711116726,-10867472.002960049,42177327560000
3392092.5711116726,-10867472.002960049,42177327590000
3392092.5711116726,-10867472.002960049,42177327670000
3417701.401115867,-10842070.453633893,42177327710000
3417922.4295831514,-10841886.776474085,42177327720000
3403705.33142472,-10864856.440204369,42177327770000
3416975.1364177465,-10842641.856580136,42177327850000
3414709.0116602043,-10839869.66730091,42177327860000
3416986.755312634,-10842645.641442822,42177327870000
3414717.9477160955,-10839860.984380627,42177327900000
3414726.756120044,-10839852.63541882,42177327920000
3406245.1044918634,-10848336.182492685,42177327930000
3406251.8659733688,-10848312.694080126,42177327940000
3406248.293869495,-10848324.49394615,42177327960000
3426676.822188551,-10828101.861290172,42177327970000
3418447.7543534553,-10861349.430966418,42177327980000
3401620.6882978384,-10855955.890317993,42177327990000
3408419.6754196836,-10847275.530384406,42177328000000
3408396.7080980646,-10847266.624825142,42177328010000
3408407.936561364,-10847270.966285283,42177328020000
3426676.822188551,-10828089.504826693,42177328070000
3405565.2745356783,-10857528.055486467,42177328080000
3418464.9931287975,-10844155.24505747,42177328090000
3405573.4389189193,-10857518.927288221,42177328100000
3395338.2870968697,-10867104.871279411,42177328110000
3431142.188921963,-10824992.707912317,42177328120000
3431618.3246077863,-10831283.706295514,42177328130000
3426164.964138739,-10837345.386527682,42177328200000
3415066.7139989207,-10848500.156102622,42177328230000
3439515.266823346,-10822278.961365758,42177328240000
3431607.7152196676,-10831289.606228529,42177328250000
3394744.551296038,-10864488.195328824,42177328270000
3395389.9120272608,-10866826.461232938,42177328290000
3394749.7772773127,-10864498.993319431,42177328300000
3395416.1707119355,-10866846.053463316,42177328330000
3394756.5328171686,-10864509.568671057,42177328340000
3412210.7307499982,-10842958.560531441,42177328350000
